[INFO ] 2023-01-31T06:59:37,859Z [Test worker] internal.TestCordappImpl. - Generating CorDapp jar from local project in /Users/peter.li/Desktop/obligation-cordapp/workflows ... {}
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@39177962, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@251303c4]
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@39177962, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@251303c4, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@52d00ee3]
checkpoint.checkpointState.sessions.SessionId(toLong=-7855006138722062871).receivedMessages.isEmpty: 
    true
    false
checkpoint.timestamp: 
    2023-01-31T07:42:03.770Z
    2023-01-31T07:42:03.771Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:03.772Z
  Event: DoRemainingWork
  Actions: 
    CreateTransaction
  Continuation: Resume(result=class java.util.LinkedHashMap)
  Diff between previous and next state:
isFlowResumed: 
    false
    true
checkpoint.checkpointState.sessions.SessionId(toLong=-7855006138722062871).receivedMessages.isEmpty: 
    false
    true
checkpoint.timestamp: 
    2023-01-31T07:42:03.771Z
    2023-01-31T07:42:03.772Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:03.778Z
  Event: Suspend(ioRequest=SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=620644AA066DB6ABFB6F7B5B4EFC9370F2287E69F5F24D046ED0A1E7F2E4CA2A}, shouldRetrySend=false), maySkipCheckpoint=false, fiber=17FCDD02FDFCA3D3740AF14C7375CE5D0A9264C46C0D48841AFA50E94F4B4C93, currentStep=Starting)
  Actions: 
    PersistCheckpoint(id=[2289ea18-bf18-4241-8950-cace09523d20], checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=94f92ebc-0933-4966-95a0-f3e9022a2977, timestamp: 2023-01-31T07:42:03.376Z, entityType: Invocation, sessionId=94f92ebc-0933-4966-95a0-f3e9022a2977, timestamp: 2023-01-31T07:42:03.376Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-7855006138722062871)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=8383758276858904125), deduplicationSeed=R--7855006138722062871--5407470294366436114)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.SendTransactionFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)], numberOfSuspends=4, numberOfCommits=5), flowState=Started(flowIORequest=SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=620644AA066DB6ABFB6F7B5B4EFC9370F2287E69F5F24D046ED0A1E7F2E4CA2A}, shouldRetrySend=false), frozenFiber=17FCDD02FDFCA3D3740AF14C7375CE5D0A9264C46C0D48841AFA50E94F4B4C93), errorState=Clean, result=null, status=RUNNABLE, progressStep=Starting, flowIoRequest=SendAndReceive, compatible=true), isCheckpointUpdate=true)
    PersistDeduplicationFacts(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@39177962, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@251303c4, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@52d00ee3])
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@39177962, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@251303c4, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@52d00ee3])
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@39177962, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@251303c4, net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@52d00ee3]
    []
isFlowResumed: 
    true
    false
numberOfCommits: 
    4
    5
checkpoint.checkpointState.numberOfCommits: 
    4
    5
checkpoint.checkpointState.numberOfSuspends: 
    3
    4
checkpoint.flowState.flowIORequest: 
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))])
    SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=620644AA066DB6ABFB6F7B5B4EFC9370F2287E69F5F24D046ED0A1E7F2E4CA2A}, shouldRetrySend=false)
checkpoint.flowState.frozenFiber.hash: 
    963C50599AEDCDEAABA6427FCE3F694BE72AB6F0829168DE10F2F6CE96298328
    17FCDD02FDFCA3D3740AF14C7375CE5D0A9264C46C0D48841AFA50E94F4B4C93
checkpoint.timestamp: 
    2023-01-31T07:42:03.772Z
    2023-01-31T07:42:03.775Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:03.778Z
  Event: DoRemainingWork
  Actions: 
    SendMultiple(sendInitial=[], sendExisting=[SendExisting(peerParty=O=Mock Company 3, L=London, C=GB, message=ExistingSessionMessage(recipientSessionId=SessionId(toLong=8383758276858904125), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationId=SenderDeduplicationId(deduplicationId=DeduplicationId(toString=N-R--7855006138722062871--5407470294366436114-4-0), senderUUID=7da18ab5-41ea-4720-99fc-208eae0a7847))])
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.flowState.flowIORequest: 
    SendAndReceive({FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=620644AA066DB6ABFB6F7B5B4EFC9370F2287E69F5F24D046ED0A1E7F2E4CA2A}, shouldRetrySend=false)
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))])
checkpoint.timestamp: 
    2023-01-31T07:42:03.775Z
    2023-01-31T07:42:03.778Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.145Z
  Event: DeliverSessionMessage(sessionMessage=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-7855006138722062871), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationHandler=net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@6a5492c1, sender=O=Mock Company 3, L=London, C=GB)
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    []
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@6a5492c1]
checkpoint.checkpointState.sessions.SessionId(toLong=-7855006138722062871).receivedMessages.isEmpty: 
    true
    false
checkpoint.timestamp: 
    2023-01-31T07:42:03.778Z
    2023-01-31T07:42:04.145Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.145Z
  Event: DoRemainingWork
  Actions: 
    CreateTransaction
  Continuation: Resume(result=class java.util.LinkedHashMap)
  Diff between previous and next state:
isFlowResumed: 
    false
    true
checkpoint.checkpointState.sessions.SessionId(toLong=-7855006138722062871).receivedMessages.isEmpty: 
    false
    true


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.145Z
  Event: LeaveSubFlow
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.SendTransactionFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.149Z
  Event: Suspend(ioRequest=Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=609CC33A06DBE983C0A936BF3EAD8D6EF442F74841049597EAA9B695EC837E3F}), maySkipCheckpoint=false, fiber=C476D85C0A97E84BFF594BB530EC5C17D424F8CC30767557178DF63964E52D50, currentStep=Starting)
  Actions: 
    PersistCheckpoint(id=[2289ea18-bf18-4241-8950-cace09523d20], checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=94f92ebc-0933-4966-95a0-f3e9022a2977, timestamp: 2023-01-31T07:42:03.376Z, entityType: Invocation, sessionId=94f92ebc-0933-4966-95a0-f3e9022a2977, timestamp: 2023-01-31T07:42:03.376Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-7855006138722062871)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=8383758276858904125), deduplicationSeed=R--7855006138722062871--5407470294366436114)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)], numberOfSuspends=5, numberOfCommits=6), flowState=Started(flowIORequest=Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=609CC33A06DBE983C0A936BF3EAD8D6EF442F74841049597EAA9B695EC837E3F}), frozenFiber=C476D85C0A97E84BFF594BB530EC5C17D424F8CC30767557178DF63964E52D50), errorState=Clean, result=null, status=RUNNABLE, progressStep=Starting, flowIoRequest=Send, compatible=true), isCheckpointUpdate=true)
    PersistDeduplicationFacts(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@6a5492c1])
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@6a5492c1])
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@6a5492c1]
    []
isFlowResumed: 
    true
    false
numberOfCommits: 
    5
    6
checkpoint.flowIoRequest: 
    SendAndReceive
    Send
checkpoint.checkpointState.numberOfCommits: 
    5
    6
checkpoint.checkpointState.numberOfSuspends: 
    4
    5
checkpoint.flowState.flowIORequest: 
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))])
    Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=609CC33A06DBE983C0A936BF3EAD8D6EF442F74841049597EAA9B695EC837E3F})
checkpoint.flowState.frozenFiber.hash: 
    17FCDD02FDFCA3D3740AF14C7375CE5D0A9264C46C0D48841AFA50E94F4B4C93
    C476D85C0A97E84BFF594BB530EC5C17D424F8CC30767557178DF63964E52D50
checkpoint.timestamp: 
    2023-01-31T07:42:04.145Z
    2023-01-31T07:42:04.147Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.150Z
  Event: DoRemainingWork
  Actions: 
    SendMultiple(sendInitial=[], sendExisting=[SendExisting(peerParty=O=Mock Company 3, L=London, C=GB, message=ExistingSessionMessage(recipientSessionId=SessionId(toLong=8383758276858904125), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationId=SenderDeduplicationId(deduplicationId=DeduplicationId(toString=N-R--7855006138722062871--5407470294366436114-5-0), senderUUID=7da18ab5-41ea-4720-99fc-208eae0a7847))])
    CreateTransaction
  Continuation: Resume(result=class kotlin.Unit)
  Diff between previous and next state:
isFlowResumed: 
    false
    true


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.152Z
  Event: Suspend(ioRequest=Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))]), maySkipCheckpoint=false, fiber=1455D9260B11AAE0FC564CFA3D0BFFD05D2615546EF597FE255C3EF518BE93A0, currentStep=Starting)
  Actions: 
    PersistCheckpoint(id=[2289ea18-bf18-4241-8950-cace09523d20], checkpoint=Checkpoint(checkpointState=CheckpointState(invocationContext=InvocationContext(origin=RPC(actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB)), trace=Trace(invocationId=94f92ebc-0933-4966-95a0-f3e9022a2977, timestamp: 2023-01-31T07:42:03.376Z, entityType: Invocation, sessionId=94f92ebc-0933-4966-95a0-f3e9022a2977, timestamp: 2023-01-31T07:42:03.376Z, entityType: Session), actor=Actor(id=Id(value=Only For Testing), serviceId=AuthServiceId(value=TEST), owningLegalIdentity=O=Mock Company 1, L=London, C=GB), externalTrace=null, impersonatedActor=null, arguments=[], clientId=null), ourIdentity=O=Mock Company 1, L=London, C=GB, sessions={SessionId(toLong=-7855006138722062871)=Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=8383758276858904125), deduplicationSeed=R--7855006138722062871--5407470294366436114)}, sessionsToBeClosed=[], subFlowStack=[Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)], numberOfSuspends=6, numberOfCommits=7), flowState=Started(flowIORequest=Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))]), frozenFiber=1455D9260B11AAE0FC564CFA3D0BFFD05D2615546EF597FE255C3EF518BE93A0), errorState=Clean, result=null, status=RUNNABLE, progressStep=Starting, flowIoRequest=Receive, compatible=true), isCheckpointUpdate=true)
    PersistDeduplicationFacts(deduplicationHandlers=[])
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[])
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
isFlowResumed: 
    true
    false
numberOfCommits: 
    6
    7
checkpoint.flowIoRequest: 
    Send
    Receive
checkpoint.checkpointState.numberOfCommits: 
    6
    7
checkpoint.checkpointState.numberOfSuspends: 
    5
    6
checkpoint.flowState.flowIORequest: 
    Send(sessionToMessage={FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))=609CC33A06DBE983C0A936BF3EAD8D6EF442F74841049597EAA9B695EC837E3F})
    Receive(sessions=[FlowSessionImpl(destination=O=Mock Company 3, L=London, C=GB, sourceSessionId=SessionId(toLong=-7855006138722062871))])
checkpoint.flowState.frozenFiber.hash: 
    C476D85C0A97E84BFF594BB530EC5C17D424F8CC30767557178DF63964E52D50
    1455D9260B11AAE0FC564CFA3D0BFFD05D2615546EF597FE255C3EF518BE93A0
checkpoint.timestamp: 
    2023-01-31T07:42:04.149Z
    2023-01-31T07:42:04.151Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.153Z
  Event: DoRemainingWork
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
null

 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.168Z
  Event: DeliverSessionMessage(sessionMessage=ExistingSessionMessage(recipientSessionId=SessionId(toLong=-7855006138722062871), payload=DataSessionMessage(payload=class net.corda.core.serialization.SerializedBytes)), deduplicationHandler=net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@729d2512, sender=O=Mock Company 3, L=London, C=GB)
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
pendingDeduplicationHandlers: 
    []
    [net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@729d2512]
checkpoint.checkpointState.sessions.SessionId(toLong=-7855006138722062871).receivedMessages.isEmpty: 
    true
    false
checkpoint.timestamp: 
    2023-01-31T07:42:04.153Z
    2023-01-31T07:42:04.168Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.168Z
  Event: DoRemainingWork
  Actions: 
    CreateTransaction
  Continuation: Resume(result=class java.util.LinkedHashMap)
  Diff between previous and next state:
isFlowResumed: 
    false
    true
checkpoint.checkpointState.sessions.SessionId(toLong=-7855006138722062871).receivedMessages.isEmpty: 
    false
    true


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.168Z
  Event: LeaveSubFlow
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Inlined(flowClass=class net.corda.core.flows.CollectSignatureFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false)]


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.168Z
  Event: EnterSubFlow(subFlowClass=class net.corda.core.flows.FinalityFlow, subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Initiating(flowClass=class net.corda.core.flows.FinalityFlow, classToInitiateWith=class net.corda.core.flows.FinalityFlow, flowInfo=FlowInfo(flowVersion=1, appName=corda-core-4.9), subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.176Z
  Event: LeaveSubFlow
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.checkpointState.subFlowStack: 
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false), Initiating(flowClass=class net.corda.core.flows.FinalityFlow, classToInitiateWith=class net.corda.core.flows.FinalityFlow, flowInfo=FlowInfo(flowVersion=1, appName=corda-core-4.9), subFlowVersion=CoreFlow(platformVersion=11), isEnabledTimedFlow=false)]
    [Initiating(flowClass=class net.corda.samples.obligation.flows.IOUSettleFlow, classToInitiateWith=class net.corda.samples.obligation.flows.IOUSettleFlow, flowInfo=FlowInfo(flowVersion=1, appName=<unknown>), subFlowVersion=CorDappFlow(platformVersion=11, corDappName=workflows-1.0, corDappHash=8C2322F3ACFF6CA8FE3E7F554352489D40710486D8ED144430A5784441E56717), isEnabledTimedFlow=false)]
checkpoint.timestamp: 
    2023-01-31T07:42:04.168Z
    2023-01-31T07:42:04.176Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.178Z
  Event: Error(exception=java.lang.IllegalArgumentException: Could not find Party for Anonymous(DL9VBT5ixmu4CHfFkkErsEfSdCpHidSDC1HXAQTV69jKqm), rollback=true)
  Actions: 
    RollbackTransaction
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
isFlowResumed: 
    true
    false
checkpoint.errorState: 
    Clean
    Errored(errors=[FlowError(errorId=934314092166762226, exception=java.lang.IllegalArgumentException: Could not find Party for Anonymous(DL9VBT5ixmu4CHfFkkErsEfSdCpHidSDC1HXAQTV69jKqm))], propagatedIndex=0, propagating=false)


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.178Z
  Event: DoRemainingWork
  Actions: 
    
  Continuation: ProcessEvents
  Diff between previous and next state:
null

 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.178Z
  Event: StartErrorPropagation
  Actions: 
    ScheduleEvent(event=DoRemainingWork)
  Continuation: ProcessEvents
  Diff between previous and next state:
checkpoint.errorState.propagating: 
    false
    true
checkpoint.timestamp: 
    2023-01-31T07:42:04.176Z
    2023-01-31T07:42:04.178Z


 --- Transition of flow [2289ea18-bf18-4241-8950-cace09523d20] ---
  Timestamp: 2023-01-31T07:42:04.285Z
  Event: DoRemainingWork
  Actions: 
    PropagateErrors(errorMessages=[ErrorSessionMessage(flowException=null, errorId=934314092166762226)], sessions=[Initiated(peerParty=O=Mock Company 3, L=London, C=GB, peerFlowInfo=FlowInfo(flowVersion=1, appName=<unknown>), receivedMessages=[], otherSideErrored=false, peerSinkSessionId=SessionId(toLong=8383758276858904125), deduplicationSeed=R--7855006138722062871--5407470294366436114)], senderUUID=7da18ab5-41ea-4720-99fc-208eae0a7847)
    CreateTransaction
    RemoveCheckpoint(id=[2289ea18-bf18-4241-8950-cace09523d20], mayHavePersistentResults=false)
    PersistDeduplicationFacts(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@729d2512])
    ReleaseSoftLocks(uuid=2289ea18-bf18-4241-8950-cace09523d20)
    CommitTransaction
    AcknowledgeMessages(deduplicationHandlers=[net.corda.testing.node.internal.MockNodeMessagingService$InMemoryDeduplicationHandler@729d2512])
    RemoveSessionBindings(sessionIds=[SessionId(toLong=-7855006138722062871)])
